"Name","Team","GS","G","IP","W","L","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Hirokazu Sawamura","BOS","0","56","56.0","3","2","0","11","50","26","7","63","29","1.41","10.16","4.69","4.16","4.20","","0.2","0.3","","589.6","27515"
"Collin McHugh","","0","63","63.0","4","3","0","0","55","26","9","70","20","1.18","10.04","2.81","3.75","3.78","","0.2","0.2","","525.9","7531"
"Luis García","SDP","0","60","60.0","3","3","1","14","54","28","8","63","26","1.34","9.51","3.97","4.25","4.27","","0.2","0.0","","566.3","6984"
"Jay Jackson","ATL","0","56","56.0","3","3","0","10","47","25","8","69","25","1.28","11.12","3.94","4.04","4.00","","0.2","0.2","","999.0","7432"
"Trevor Williams","NYM","6","62","82.0","4","4","0","10","82","40","13","73","24","1.30","8.02","2.67","4.37","4.47","","0.2","0.2","","600.9","16977"
"Cody Stashak","MIN","0","45","45.0","2","2","0","4","42","22","7","50","15","1.27","10.08","3.03","4.31","4.14","","0.2","0.1","","599.9","18088"
"Ryan Feltner","COL","8","22","50.0","3","3","0","1","57","32","9","38","22","1.60","6.93","4.04","5.78","5.45","","0.2","0.1","","999.0","21446"
"Jordan Hicks","STL","0","57","57.0","2","2","3","11","47","24","6","63","32","1.39","9.92","5.01","3.87","4.05","","0.2","0.2","","498.0","19618"
"Darwinzon Hernandez","BOS","0","52","52.0","3","2","0","9","40","23","6","70","33","1.41","12.15","5.71","3.97","4.03","","0.2","0.4","","999.0","19848"
"Seranthony Domínguez","PHI","0","52","52.0","3","3","5","8","47","24","6","52","23","1.36","9.00","4.02","4.08","4.18","","0.2","0.2","","597.2","19249"
"Joe Mantiply","ARI","0","58","58.0","3","3","0","12","57","27","7","55","21","1.35","8.61","3.33","4.15","4.10","","0.2","0.2","","999.0","14857"
"Jaime Barría","LAA","13","13","61.0","3","4","0","0","69","36","13","44","18","1.42","6.54","2.65","5.40","5.44","","0.2","0.1","","999.0","18356"
"Zach Logue","TOR","5","5","26.0","2","2","0","0","27","14","5","22","8","1.35","7.66","2.81","4.88","4.94","","0.1","0.2","","999.0","sa915822"
"Josh Fleming","TBR","5","29","43.0","3","3","0","1","46","21","6","30","12","1.34","6.26","2.48","4.26","4.40","","0.1","0.2","","599.3","20418"
"Phil Bickford","LAD","0","56","56.0","4","3","0","13","49","26","8","62","22","1.27","9.95","3.49","4.12","4.25","","0.1","0.1","","600.1","18519"
"Wil Crowe","PIT","15","47","96.0","4","7","0","1","101","55","16","83","43","1.50","7.82","4.05","5.21","5.15","","0.1","-0.1","","596.4","19800"
"Steven Okert","MIA","0","56","56.0","3","3","0","10","50","26","9","61","21","1.26","9.80","3.34","4.13","4.28","","0.1","0.0","","999.0","13580"
"Brent Suter","MIL","0","65","65.0","5","5","1","15","65","30","10","57","19","1.30","7.83","2.70","4.19","4.35","","0.1","0.4","","589.9","13942"
"Caleb Ferguson","LAD","0","50","50.0","3","2","0","7","40","20","7","66","21","1.23","11.84","3.79","3.60","3.72","","0.1","0.1","","999.0","19349"
"Reynaldo López","CHW","3","43","53.0","3","3","0","3","50","26","9","52","18","1.30","8.81","3.13","4.50","4.61","","0.1","0.2","","529.9","16400"
"Angel Zerpa","KCR","3","9","19.0","1","1","0","1","19","9","2","16","7","1.39","7.46","3.30","4.46","4.37","","0.1","0.2","","999.0","22717"
"Kolby Allard","TEX","8","32","56.0","3","4","0","1","59","31","10","48","18","1.37","7.59","2.91","5.01","4.89","","0.1","0.1","","598.5","18694"
"Matt Harvey","","11","11","55.0","3","4","0","0","63","33","11","41","17","1.44","6.75","2.72","5.42","5.29","","0.1","0.0","","999.0","11713"
"Andre Jackson","LAD","6","16","36.0","2","2","0","1","36","20","6","32","16","1.46","7.93","4.09","5.03","5.12","","0.1","0.1","","598.9","21298"
"Ryne Nelson","ARI","3","3","17.0","1","1","0","0","17","9","3","16","7","1.37","8.41","3.43","4.78","4.69","","0.1","0.1","","999.0","sa3011524"
"Jorge López","BAL","0","56","56.0","3","3","2","9","56","28","8","53","20","1.37","8.51","3.21","4.54","4.50","","0.1","0.0","","999.0","14527"
"David Robertson","","0","60","60.0","4","3","0","0","52","26","7","68","25","1.29","10.15","3.75","3.93","3.83","","0.1","0.1","","600.3","8241"
"Paul Blackburn","OAK","3","31","43.0","2","3","0","1","47","22","6","31","12","1.36","6.46","2.49","4.52","4.51","","0.1","0.1","","999.0","14739"
"Trevor Rosenthal","","0","59","59.0","3","3","0","0","47","25","7","77","35","1.38","11.80","5.35","3.81","3.93","","0.1","0.1","","503.6","10745"
"Alex Faedo","DET","5","15","31.0","2","2","0","1","33","17","6","28","9","1.33","8.05","2.63","4.82","4.91","","0.1","0.2","","999.0","sa829855"
"Tony Santillan","CIN","3","51","61.0","3","3","0","6","56","32","10","69","30","1.41","10.24","4.45","4.74","4.74","","0.1","0.1","","597.5","19926"
"Brendan McKay","TBR","2","16","21.0","1","1","0","1","18","9","3","23","7","1.24","9.89","3.19","3.84","3.95","","0.1","0.2","","999.0","20186"
"Brooks Raley","TBR","0","52","52.0","3","2","0","6","45","20","5","56","21","1.27","9.61","3.62","3.52","3.65","","0.1","0.1","","599.6","10061"
"J.B. Wendelken","ARI","0","60","60.0","4","4","1","13","58","31","8","58","26","1.41","8.66","3.93","4.58","4.48","","0.1","0.0","","590.5","14506"
"Max Kranick","PIT","3","23","34.0","2","2","0","1","36","18","5","26","12","1.42","7.08","3.19","4.84","4.84","","0.1","0.1","","999.0","22175"
"Ryan Brasier","BOS","0","64","64.0","4","3","2","15","63","30","9","60","23","1.34","8.50","3.25","4.29","4.26","","0.1","0.6","","601.0","5615"
"Alec Bettinger","MIL","3","15","25.0","1","1","0","1","26","13","4","21","8","1.36","7.50","2.75","4.85","4.84","","0.1","0.1","","999.0","20312"
"Joan Adon","WSN","5","5","26.0","1","2","0","0","27","15","4","21","12","1.51","7.38","4.06","5.14","5.07","","0.1","0.1","","597.5","22925"
"John King","TEX","0","55","55.0","4","4","0","11","55","25","7","48","18","1.33","7.88","2.93","4.09","4.16","","0.1","0.2","","999.0","22051"
"Kirby Yates","ATL","0","36","36.0","3","1","2","1","30","15","5","46","12","1.18","11.62","3.12","3.63","3.52","","0.1","0.1","","583.0","9073"
"Drew Steckenrider","SEA","0","66","66.0","3","3","15","8","62","32","11","62","22","1.27","8.40","2.98","4.37","4.54","","0.1","0.1","","372.2","18806"
"Colin Poche","TBR","0","44","44.0","3","3","0","4","35","18","6","55","17","1.17","11.22","3.40","3.78","3.89","","0.1","0.1","","999.0","19403"
"Eli Morgan","CLE","6","42","65.0","3","4","0","1","67","36","13","59","20","1.34","8.23","2.76","5.00","4.99","","0.1","0.1","","598.8","20203"
"Gregory Santos","SFG","2","20","24.0","2","2","0","1","23","11","3","25","10","1.34","9.11","3.76","4.22","4.12","","0.1","0.1","","999.0","21894"
"Peter Lambert","COL","16","22","75.0","3","4","0","1","91","50","14","53","27","1.58","6.38","3.30","5.99","5.52","","0.1","0.1","","600.8","17969"
"Yimi García","TOR","0","60","60.0","5","4","1","12","55","29","10","64","19","1.23","9.55","2.90","4.29","4.34","","0.1","0.3","","573.0","12095"
"Cionel Pérez","BAL","0","44","44.0","2","2","0","3","41","22","6","46","24","1.46","9.31","4.86","4.40","4.61","","0.1","0.1","","999.0","19614"
"Lucas Luetge","NYY","0","44","44.0","3","2","0","4","43","20","7","44","14","1.28","8.93","2.80","4.16","4.23","","0.1","0.1","","999.0","8337"
"Jeffrey Springs","TBR","0","34","34.0","2","2","0","1","27","13","4","44","13","1.20","11.67","3.56","3.49","3.49","","0.1","0.1","","999.0","17677"
"José Ruiz","CHW","0","57","57.0","2","2","0","11","53","28","9","58","26","1.38","9.21","4.03","4.45","4.58","","0.1","0.1","","999.0","14552"
"Brad Wieck","CHC","0","55","55.0","3","3","1","11","46","26","9","68","26","1.31","11.21","4.24","4.31","4.29","","0.1","0.2","","999.0","16390"
"Caleb Kilian","CHC","2","2","8.0","1","0","0","0","9","4","1","7","2","1.30","7.27","2.37","4.33","4.38","","0.1","0.1","","999.0","sa3011773"
"Chris Martin","","0","58","58.0","3","3","0","0","59","25","8","51","12","1.22","7.96","1.85","3.95","3.99","","0.1","0.1","","594.6","11847"
"Noé Ramirez","ARI","0","64","64.0","3","4","1","16","61","33","10","63","24","1.33","8.79","3.34","4.59","4.58","","0.1","0.0","","600.9","12800"
"Justin Bruihl","LAD","0","44","44.0","2","2","0","4","42","20","6","41","16","1.31","8.44","3.23","4.00","4.20","","0.1","0.1","","999.0","23779"
"Oliver Drake","TBR","0","43","43.0","2","2","0","0","39","19","5","43","16","1.27","9.06","3.38","3.97","3.93","","0.1","0.1","","999.0","8823"
"Patrick Murphy","WSN","0","53","53.0","3","3","0","10","52","26","7","50","23","1.40","8.43","3.84","4.49","4.45","","0.1","0.0","","999.0","19712"
"Ryan Tepera","","0","66","66.0","3","2","0","0","58","31","10","73","27","1.29","10.01","3.70","4.23","4.28","","0.1","0.1","","573.1","10291"
"Joe Jiménez","DET","0","54","54.0","3","4","0","9","47","27","8","63","26","1.37","10.45","4.40","4.52","4.57","","0.1","0.1","","999.0","15761"
"Jarlín García","SFG","0","58","58.0","4","3","0","12","54","26","7","54","20","1.27","8.31","3.09","4.02","4.08","","0.1","0.2","","601.0","18282"
"Tony Watson","","0","60","60.0","5","4","0","0","57","27","7","52","19","1.27","7.83","2.83","4.10","4.10","","0.1","0.1","","999.0","3132"
"Dominic Leone","SFG","0","62","62.0","4","4","0","13","56","29","8","68","28","1.35","9.85","4.12","4.23","4.15","","0.1","0.1","","596.6","13763"
"Connor Thomas","STL","2","2","8.0","0","0","0","0","8","4","1","6","2","1.35","6.60","2.86","4.11","4.33","","0.1","0.1","","999.0","sa3010784"
"Mitch White","LAD","2","20","24.0","1","1","0","1","23","12","4","24","9","1.30","8.94","3.16","4.34","4.38","","0.1","0.1","","576.3","19225"
"Jesse Hahn","","0","47","47.0","4","4","0","0","42","23","6","54","26","1.45","10.26","4.93","4.36","4.24","","0.1","0.0","","999.0","13287"
"Seth Romero","WSN","2","20","24.0","1","1","0","1","23","12","3","24","11","1.40","8.88","4.01","4.47","4.48","","0.1","0.1","","999.0","21333"
"Alexander Wells","BAL","3","35","45.0","2","3","0","1","50","26","9","32","12","1.39","6.43","2.38","5.20","5.30","","0.1","0.0","","999.0","19845"
"Kutter Crawford","BOS","2","24","29.0","2","2","0","1","28","15","4","29","11","1.38","9.20","3.53","4.63","4.34","","0.1","0.1","","999.0","20531"
"Manuel Rodríguez","CHC","0","58","58.0","4","4","2","12","56","29","7","54","29","1.45","8.41","4.46","4.44","4.61","","0.1","0.1","","999.0","20794"
"Keone Kela","","0","37","37.0","2","2","0","0","32","17","6","44","14","1.23","10.77","3.30","4.04","3.93","","0.1","0.1","","999.0","14696"
"Anthony Misiewicz","SEA","0","58","58.0","3","4","1","11","57","27","9","57","17","1.28","8.83","2.70","4.22","4.29","","0.1","0.1","","999.0","18152"
"Daniel Norris","","0","57","57.0","3","2","0","0","53","25","8","59","22","1.32","9.33","3.51","4.02","4.10","","0.1","0.1","","999.0","13475"
"Austin Adams","SDP","0","48","48.0","3","3","0","4","39","20","6","62","26","1.37","11.54","4.96","3.83","4.11","","0.1","0.1","","600.8","13801"
"Ty Blach","","3","3","16.0","1","1","0","0","20","10","3","9","5","1.60","5.44","2.96","5.97","5.32","","0.1","0.1","","999.0","14361"
"Tommy Romero","TBR","2","8","13.0","1","1","0","1","12","6","2","13","5","1.26","9.16","3.10","4.15","4.27","","0.1","0.0","","595.0","sa3004469"
"Javy Guerra","SDP","0","40","40.0","1","1","0","1","37","18","5","39","16","1.32","8.77","3.56","4.15","4.14","","0.1","0.0","","999.0","17292"
"Drew Pomeranz","SDP","0","32","32.0","2","2","0","1","27","14","4","39","16","1.32","11.02","4.37","3.80","3.76","","0.1","0.1","","564.7","11426"
"Danny Coulombe","MIN","0","40","40.0","3","2","0","1","39","18","5","39","13","1.30","8.81","3.03","4.07","4.07","","0.1","0.0","","999.0","13293"
"Jimmy Lambert","CHW","5","35","49.0","3","3","0","1","48","27","9","49","23","1.43","8.99","4.12","4.92","5.06","","0.1","0.1","","999.0","19541"
"Jeurys Familia","","0","65","65.0","3","3","0","0","60","30","8","66","30","1.39","9.11","4.17","4.14","4.21","","0.1","0.1","","600.0","5114"
"Brock Burke","TEX","2","16","20.0","1","1","0","1","20","10","3","20","8","1.36","8.63","3.38","4.41","4.42","","0.1","0.1","","999.0","17968"
"Graham Ashcraft","CIN","2","2","8.0","1","1","0","0","9","5","1","7","3","1.46","7.68","3.65","4.96","4.88","","0.1","0.0","","999.0","sa918274"
"Jharel Cotton","MIN","0","58","58.0","3","3","0","11","56","30","9","59","26","1.41","9.10","4.06","4.63","4.64","","0.1","0.0","","599.9","13654"
"Adam Morgan","","0","56","56.0","3","3","0","0","51","26","8","58","23","1.32","9.36","3.65","4.20","4.25","","0.1","0.1","","999.0","12580"
"Kyle McGowin","","0","41","41.0","2","2","0","0","38","20","6","43","15","1.30","9.45","3.28","4.31","4.28","","0.1","0.0","","999.0","15071"
"Tommy Hunter","","0","42","42.0","2","2","0","0","41","19","5","35","12","1.28","7.56","2.65","4.09","4.14","","0.1","0.0","","999.0","1157"
"Connor Seabold","BOS","5","11","27.0","1","2","0","1","29","16","4","21","10","1.44","7.21","3.24","5.30","5.00","","0.1","0.1","","999.0","19695"
"Devin Smeltzer","MIN","2","18","22.0","1","1","0","1","24","12","4","18","7","1.35","7.21","2.75","4.73","4.73","","0.1","0.0","","999.0","19487"
"José Álvarez","SFG","0","52","52.0","3","3","0","7","52","23","5","41","19","1.37","7.12","3.26","4.05","4.13","","0.1","0.0","","999.0","5358"
"Anthony Bass","MIA","0","63","63.0","4","4","2","13","59","29","9","60","25","1.33","8.54","3.50","4.20","4.32","","0.1","0.0","","600.9","7982"
"Adam Oller","NYM","3","17","29.0","1","2","0","1","29","15","5","26","12","1.41","8.18","3.73","4.75","4.83","","0.1","0.1","","999.0","sa913099"
"Brad Hand","","0","67","67.0","5","4","0","0","60","30","10","73","26","1.28","9.83","3.50","4.05","4.25","","0.1","0.1","","511.5","9111"
"José Leclerc","TEX","0","36","36.0","2","2","0","1","28","16","5","47","18","1.29","11.64","4.47","3.88","3.99","","0.1","0.1","","599.8","14524"
"Darren O'Day","ATL","0","26","26.0","2","1","0","1","24","12","3","28","9","1.25","9.60","3.02","4.15","3.96","","0.1","0.1","","999.0","3321"
"Joel Payamps","KCR","0","52","52.0","3","3","0","6","53","26","7","44","17","1.35","7.56","2.90","4.51","4.41","","0.1","0.0","","999.0","14332"
"Matt Strahm","","0","42","42.0","3","2","0","0","40","19","6","41","11","1.21","8.74","2.30","3.98","4.04","","0.1","0.1","","999.0","13799"
"Gabe Speier","KCR","0","54","54.0","2","2","0","9","54","26","7","49","20","1.37","8.22","3.33","4.35","4.31","","0.1","0.2","","999.0","17170"
"Ian Kennedy","","0","62","62.0","3","3","0","0","58","31","12","68","21","1.27","9.89","3.00","4.43","4.49","","0.1","0.0","","359.0","6986"
"Griffin Jax","MIN","18","32","85.0","4","6","0","1","95","53","17","65","30","1.47","6.86","3.17","5.56","5.43","","0.1","-0.1","","596.3","20253"
"Andrés Muñoz","SEA","0","46","46.0","3","3","1","5","36","20","7","63","24","1.31","12.27","4.69","3.82","3.99","","0.1","0.1","","552.4","20373"
"Austin Davis","BOS","0","48","48.0","2","2","0","6","45","24","6","49","23","1.42","9.22","4.23","4.52","4.35","","0.1","0.0","","999.0","17117"
"Hansel Robles","","0","68","68.0","4","3","0","0","63","33","10","73","29","1.35","9.65","3.84","4.37","4.36","","0.1","0.1","","598.5","11801"
"Rafael Montero","HOU","0","46","46.0","3","3","0","6","45","21","6","44","15","1.30","8.58","2.94","4.08","4.17","","0.1","0.1","","999.0","12760"
"Garrett Hill","DET","2","2","8.0","0","1","0","0","8","4","1","7","4","1.47","7.44","3.96","4.84","4.84","","0.1","0.0","","999.0","sa3007259"
"Jake Latz","TEX","2","2","8.0","0","0","0","0","8","5","1","8","4","1.46","8.14","4.05","4.93","4.97","","0.1","0.0","","999.0","21306"
"Justus Sheffield","SEA","3","39","49.0","3","3","0","1","49","24","7","44","22","1.46","8.15","4.09","4.49","4.64","","0.1","0.1","","600.6","17285"
"Alan Rangel","ATL","2","12","17.0","1","1","0","1","17","9","3","15","6","1.38","7.97","3.22","4.67","4.61","","0.1","0.0","","999.0","sa877578"
"Chaz Roe","","0","45","45.0","2","2","0","0","40","20","5","48","21","1.37","9.63","4.25","4.04","4.11","","0.1","0.1","","999.0","9866"
"Ben Leeper","CHC","0","34","34.0","3","2","0","1","31","16","5","38","14","1.32","10.05","3.81","4.11","4.12","","0.1","0.0","","999.0","sa3014907"
"Derek Holland","","0","60","60.0","3","3","0","0","56","28","9","63","23","1.32","9.40","3.48","4.19","4.35","","0.1","0.1","","999.0","4141"
"Alex Colomé","","0","68","68.0","4","3","0","0","66","31","8","61","25","1.35","8.05","3.36","4.14","4.24","","0.1","0.1","","502.0","6661"
"Cory Abbott","CHC","3","11","21.0","1","1","0","1","21","12","4","20","10","1.48","8.65","4.36","5.15","5.20","","0.1","0.0","","999.0","20277"
"Ethan Roberts","CHC","0","35","35.0","2","2","0","1","34","16","4","33","13","1.34","8.44","3.30","4.19","4.15","","0.1","0.0","","999.0","sa3008132"
"Louis Head","MIA","0","52","52.0","2","2","0","7","48","24","7","51","19","1.30","8.80","3.37","4.19","4.31","","0.1","0.0","","598.2","13259"
"Keegan Thompson","CHC","10","52","81.0","4","5","0","4","81","45","14","76","37","1.46","8.46","4.15","5.01","5.06","","0.1","0.1","","999.0","19795"
"Ryan Sherriff","PHI","0","58","58.0","6","5","0","12","56","28","7","52","27","1.43","8.14","4.21","4.28","4.50","","0.1","0.1","","999.0","12249"
"Jovani Moran","MIN","0","46","46.0","2","2","0","6","39","21","5","55","27","1.43","10.79","5.20","4.12","4.15","","0.1","0.1","","999.0","20422"
"Cole Sands","MIN","2","2","8.0","0","0","0","0","8","4","1","7","3","1.45","7.99","3.82","4.98","4.90","","0.1","0.0","","999.0","sa3008611"
"Francisco Perez","WSN","0","42","42.0","2","2","0","4","38","20","6","45","21","1.40","9.71","4.43","4.35","4.35","","0.1","0.0","","999.0","21018"
"Lou Trivino","OAK","0","65","65.0","5","5","24","4","59","30","8","63","30","1.37","8.70","4.20","4.18","4.36","","0.0","0.4","","261.9","15043"
"Erik Swanson","SEA","0","40","40.0","2","2","0","3","37","20","7","41","13","1.25","9.31","2.84","4.42","4.45","","0.0","0.0","","596.6","16587"
"Ryan Borucki","TOR","0","46","46.0","3","2","0","6","43","22","6","45","20","1.38","8.78","3.98","4.23","4.23","","0.0","0.1","","999.0","16350"
"Jace Fry","","0","41","41.0","2","2","0","0","36","19","4","45","23","1.43","9.93","5.00","4.06","4.15","","0.0","0.1","","999.0","16159"
"Nick Margevicius","SEA","2","16","20.0","1","1","0","1","21","10","3","17","6","1.34","7.58","2.81","4.55","4.56","","0.0","0.1","","999.0","20395"
"John Brebbia","SFG","0","44","44.0","2","2","0","1","40","20","7","50","16","1.26","10.21","3.19","4.03","4.08","","0.0","0.0","","999.0","12777"
"Oliver Pérez","CLE","0","41","41.0","3","2","0","0","39","18","5","40","14","1.29","8.73","3.05","3.95","4.16","","0.0","0.1","","999.0","1514"
"Andrew Wantz","LAA","0","60","60.0","3","3","0","11","57","31","10","63","26","1.37","9.48","3.83","4.64","4.74","","0.0","0.0","","999.0","24933"
"Hoby Milner","MIL","0","30","30.0","1","1","0","1","28","13","5","33","9","1.22","10.05","2.65","3.92","4.07","","0.0","0.1","","999.0","13346"
"Victor González","LAD","0","36","36.0","2","2","0","1","34","16","4","35","15","1.35","8.84","3.72","3.90","4.13","","0.0","0.0","","999.0","16408"
"Thomas Hatch","TOR","2","28","32.0","2","2","0","1","33","17","5","29","12","1.39","8.03","3.38","4.83","4.86","","0.0","0.0","","999.0","19264"
"Heath Hembree","","0","58","58.0","3","4","0","0","50","28","10","72","25","1.29","11.21","3.85","4.41","4.44","","0.0","0.0","","999.0","11632"
"Drew Strotman","MIN","3","3","17.0","1","1","0","0","18","10","3","13","8","1.59","6.84","4.56","5.35","5.29","","0.0","0.0","","999.0","sa3004584"
"Cristopher Sánchez","PHI","0","24","24.0","1","1","0","1","22","11","3","24","12","1.43","9.16","4.58","4.18","4.29","","0.0","0.0","","999.0","20778"
"David Phelps","TOR","0","24","24.0","2","1","0","1","22","11","3","27","9","1.27","10.15","3.32","4.03","4.03","","0.0","0.0","","999.0","6316"
"Carlos Estévez","COL","0","63","63.0","3","3","19","5","67","35","11","63","23","1.43","8.94","3.31","5.00","4.67","","0.0","0.2","","436.8","14542"
"Blake Parker","","0","50","50.0","2","2","0","0","49","25","8","48","19","1.35","8.64","3.41","4.48","4.51","","0.0","0.0","","999.0","5224"
"Clarke Schmidt","NYY","2","10","14.0","1","1","0","1","15","8","2","13","6","1.44","8.00","3.84","4.69","4.77","","0.0","0.0","","597.5","19899"
"Sean Poppen","ARI","0","42","42.0","2","2","0","4","42","21","5","40","18","1.43","8.56","3.91","4.43","4.31","","0.0","0.0","","999.0","19583"
"Jacob Barnes","TOR","0","34","34.0","2","2","0","1","33","16","5","33","14","1.39","8.66","3.66","4.36","4.34","","0.0","0.0","","999.0","12323"
"Trey Wingenter","CIN","0","32","32.0","2","2","0","1","26","16","5","42","17","1.36","11.89","4.88","4.41","4.42","","0.0","0.0","","999.0","17793"
"Nick Anderson","TBR","0","20","20.0","1","1","0","1","17","9","3","22","6","1.19","9.93","2.83","3.83","3.95","","0.0","0.0","","600.8","18337"
"Braxton Garrett","MIA","2","10","15.0","1","1","0","1","15","8","2","13","6","1.43","7.85","3.83","4.54","4.62","","0.0","0.0","","999.0","21844"
"Aaron Sanchez","","15","15","72.0","3","5","0","0","79","43","11","50","35","1.59","6.22","4.40","5.41","5.44","","0.0","0.0","","599.6","11490"
"Carl Edwards Jr.","","0","30","30.0","2","2","0","0","27","15","4","33","15","1.38","9.76","4.41","4.45","4.40","","0.0","0.0","","999.0","13607"
"Scott Oberg","COL","0","16","16.0","1","1","0","1","16","8","2","15","6","1.37","8.49","3.32","4.39","4.13","","0.0","0.0","","999.0","13911"
"James McArthur","PHI","2","2","8.0","0","1","0","0","8","4","1","6","4","1.52","7.23","4.30","5.15","5.20","","0.0","0.0","","999.0","sa3007715"
"Dylan Lee","ATL","0","44","44.0","3","2","0","4","42","21","6","43","16","1.31","8.83","3.24","4.23","4.25","","0.0","0.1","","999.0","19996"
"Sean Doolittle","","0","54","54.0","3","3","0","0","51","27","10","56","19","1.29","9.26","3.16","4.46","4.60","","0.0","0.0","","999.0","1581"
"Jonathan Stiever","CHW","5","11","27.0","1","2","0","1","29","16","6","24","9","1.39","7.84","2.89","5.42","5.45","","0.0","0.0","","999.0","24584"
"Sam Howard","PIT","0","58","58.0","3","3","0","11","50","28","9","70","31","1.41","10.79","4.88","4.37","4.54","","0.0","0.1","","999.0","16265"
"Angel Perdomo","MIL","0","38","38.0","2","2","0","1","30","17","5","51","24","1.41","12.09","5.67","4.09","4.26","","0.0","0.0","","999.0","17759"
"Humberto Castellanos","ARI","2","2","8.0","0","1","0","0","8","4","1","6","3","1.42","6.80","2.94","5.14","5.06","","0.0","0.0","","999.0","21183"
"Scott Moss","PHI","2","2","8.0","1","1","0","0","8","5","1","8","5","1.52","9.03","4.99","5.08","5.24","","0.0","0.0","","999.0","sa738902"
"Wyatt Mills","SEA","0","22","22.0","1","1","0","1","20","9","3","23","8","1.30","9.33","3.47","3.88","4.00","","0.0","0.0","","999.0","20010"
"Miguel Del Pozo","DET","0","46","46.0","2","3","0","5","44","24","7","46","22","1.45","9.03","4.36","4.63","4.59","","0.0","0.0","","999.0","18792"
"Jhoan Duran","MIN","0","28","28.0","2","2","0","1","26","13","3","28","13","1.40","9.12","4.16","4.23","4.25","","0.0","0.0","","999.0","sa873347"
"Sean Newcomb","ATL","0","40","40.0","2","2","0","1","36","19","5","44","19","1.36","9.88","4.21","4.20","4.25","","0.0","0.0","","999.0","16943"
"Dany Jiménez","OAK","0","22","22.0","1","1","0","1","18","9","3","26","11","1.32","10.65","4.37","3.81","4.02","","0.0","0.0","","999.0","21170"
"Luke Barker","MIL","0","21","21.0","2","1","0","1","19","10","3","22","6","1.24","9.42","2.78","4.09","4.16","","0.0","0.0","","999.0","sa977837"
"James Norwood","SDP","0","16","16.0","1","1","0","1","14","7","2","19","9","1.39","10.77","4.84","4.01","4.16","","0.0","0.0","","999.0","16440"
"Wander Suero","","0","40","40.0","3","2","0","0","39","20","6","40","15","1.34","8.97","3.32","4.49","4.54","","0.0","0.0","","999.0","15855"
"Ronald Bolaños","KCR","2","24","28.0","1","2","0","1","29","16","4","25","15","1.54","7.78","4.73","4.95","4.90","","0.0","0.0","","999.0","20041"
"Joe Smith","","0","48","48.0","3","3","0","0","49","22","7","40","12","1.28","7.43","2.30","4.19","4.35","","0.0","0.0","","999.0","3281"
"Mitchell Stumpo","ARI","0","18","18.0","1","1","0","1","17","8","2","17","7","1.34","8.70","3.47","4.08","4.04","","0.0","0.0","","999.0","sa3011585"
"Steven Wilson","SDP","0","14","14.0","1","1","0","1","12","6","2","17","6","1.27","11.04","3.99","3.78","3.92","","0.0","0.0","","999.0","sa3006795"
"Josh James","HOU","0","24","24.0","1","1","0","1","20","11","4","30","13","1.38","11.11","4.82","4.26","4.41","","0.0","0.0","","999.0","16794"
"Jesse Chavez","","0","56","56.0","3","2","0","0","55","27","8","52","18","1.30","8.38","2.88","4.32","4.33","","0.0","0.0","","999.0","5448"
"Humberto Mejía","ARI","2","2","8.0","0","1","0","0","9","5","1","7","3","1.45","7.20","3.27","5.21","5.08","","0.0","0.0","","999.0","20739"
"Ryan Pepiot","LAD","2","2","8.0","0","1","0","0","8","4","1","8","3","1.44","8.59","3.98","5.06","5.17","","0.0","0.0","","600.5","sa3011244"
"Johan Oviedo","STL","3","25","36.0","2","2","0","1","36","19","5","32","18","1.47","7.87","4.42","4.61","4.84","","0.0","0.0","","999.0","22487"
"Justin Topa","MIL","0","27","27.0","1","2","0","1","28","14","4","23","9","1.39","7.66","3.16","4.68","4.51","","0.0","0.0","","999.0","15145"
"José Castillo","","0","8","8.0","0","0","0","1","6","3","1","10","3","1.20","11.62","3.79","3.39","3.53","","0.0","0.0","","999.0","17169"
"Michael Feliz","BOS","0","38","38.0","2","2","2","1","37","20","6","39","16","1.39","9.18","3.68","4.81","4.52","","0.0","0.0","","999.0","11903"
"Packy Naughton","LAA","2","24","28.0","2","2","0","1","31","15","5","21","9","1.40","6.70","2.89","4.82","4.88","","0.0","0.0","","999.0","23292"
"Bowden Francis","TOR","3","3","17.0","1","1","0","0","18","10","3","15","7","1.44","7.75","3.68","5.27","5.35","","0.0","0.1","","999.0","sa918451"
"Hans Crouse","PHI","6","6","31.0","2","2","0","0","33","19","6","26","14","1.50","7.45","4.05","5.56","5.66","","0.0","0.0","","999.0","22192"
"Kirby Snead","TOR","0","12","12.0","1","1","0","1","11","5","1","13","5","1.32","9.47","3.66","3.91","4.03","","0.0","0.0","","999.0","19179"
"Matt Frisbee","SFG","2","2","9.0","1","1","0","0","10","5","2","7","3","1.37","6.73","2.68","4.99","4.99","","0.0","0.1","","999.0","sa3006801"
"Darien Núñez","LAD","0","12","12.0","1","1","0","1","10","5","2","15","5","1.26","11.45","3.99","3.79","3.90","","0.0","0.0","","999.0","21197"
"J.P. France","HOU","2","2","8.0","0","0","0","0","8","4","1","7","4","1.46","8.57","4.33","5.01","5.20","","0.0","0.0","","999.0","sa3008310"
